key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,75,74,up,0.005,db,0.05095889525938085,0.0005182999884709716,320.46425660001114,320.46425660001114,320.76402030000463,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,76,75,up,0.005,db,0.05095889525938085,0.0005462999688461423,322.8789331000298,322.8789331000298,323.1786202000221,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,77,76,up,0.005,db,0.05098823800223578,0.0005018999800086021,325.2770125999814,325.2770125999814,325.57671689998824,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,78,77,up,0.005,db,0.05098823800223578,0.00039389997255057096,327.70827639999334,327.70827639999334,328.00793860002887,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,79,78,up,0.005,db,0.05098823800223578,0.0003464999608695507,330.1065024000127,330.1065024000127,330.4060228000162,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,80,79,up,0.005,db,0.05101759764099385,0.00030479999259114265,332.6042966999812,332.6042966999812,332.9039623000426,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,81,80,up,0.005,db,0.05101759764099385,0.0005011999746784568,335.01918140007183,335.01918140007183,335.31883300002664,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,82,81,up,0.005,db,0.05101759764099385,0.00035779993049800396,337.400414200034,337.400414200034,337.70006080006715,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,down,0.005,db,0.05098823800223578,0.00036880001425743103,339.8817683000816,339.8817683000816,340.18156010005623,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,up,0.005,db,0.05101759764099385,0.0005423999391496181,342.27969910006505,342.27969910006505,342.5793532000389,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
