3.6774 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
267.8096 	DATA 	Keypress: left
267.8242 	EXP 	fixation: autoDraw = False
267.8242 	EXP 	grating: autoDraw = False
267.8243 	EXP 	window1: recordFrameIntervals = False
268.7965 	EXP 	fixation: autoDraw = True
269.8058 	EXP 	fixation: autoDraw = False
269.8225 	EXP 	grating: autoDraw = True
269.8225 	EXP 	grating: tex = 'sin'
270.1223 	EXP 	grating: autoDraw = False
270.1900 	EXP 	window1: recordFrameIntervals = False
270.1906 	DATA 	Keypress: left
270.2054 	EXP 	fixation: autoDraw = False
270.2054 	EXP 	grating: autoDraw = False
270.2056 	EXP 	window1: recordFrameIntervals = False
271.1774 	EXP 	fixation: autoDraw = True
272.1871 	EXP 	fixation: autoDraw = False
272.2040 	EXP 	grating: autoDraw = True
272.2040 	EXP 	grating: tex = 'sin'
272.5035 	EXP 	grating: autoDraw = False
272.5551 	EXP 	window1: recordFrameIntervals = False
272.5558 	DATA 	Keypress: left
272.5701 	EXP 	fixation: autoDraw = False
272.5701 	EXP 	grating: autoDraw = False
272.5703 	EXP 	window1: recordFrameIntervals = False
273.5448 	EXP 	fixation: autoDraw = True
274.5520 	EXP 	fixation: autoDraw = False
274.5686 	EXP 	grating: autoDraw = True
274.5686 	EXP 	grating: tex = 'sin'
274.8684 	EXP 	grating: autoDraw = False
274.8867 	EXP 	window1: recordFrameIntervals = False
274.8873 	DATA 	Keypress: left
274.9017 	EXP 	fixation: autoDraw = False
274.9017 	EXP 	grating: autoDraw = False
274.9018 	EXP 	window1: recordFrameIntervals = False
275.8747 	EXP 	fixation: autoDraw = True
276.8834 	EXP 	fixation: autoDraw = False
276.9001 	EXP 	grating: autoDraw = True
276.9001 	EXP 	grating: tex = 'sin'
277.1997 	EXP 	grating: autoDraw = False
277.2681 	EXP 	window1: recordFrameIntervals = False
277.2690 	DATA 	Keypress: left
277.2830 	EXP 	fixation: autoDraw = False
277.2830 	EXP 	grating: autoDraw = False
277.2832 	EXP 	window1: recordFrameIntervals = False
278.2587 	EXP 	fixation: autoDraw = True
279.2646 	EXP 	fixation: autoDraw = False
279.2814 	EXP 	grating: autoDraw = True
279.2814 	EXP 	grating: tex = 'sin'
279.5812 	EXP 	grating: autoDraw = False
279.6656 	EXP 	window1: recordFrameIntervals = False
279.6662 	DATA 	Keypress: left
279.6809 	EXP 	fixation: autoDraw = False
279.6809 	EXP 	grating: autoDraw = False
279.6811 	EXP 	window1: recordFrameIntervals = False
280.6535 	EXP 	fixation: autoDraw = True
281.6627 	EXP 	fixation: autoDraw = False
281.6794 	EXP 	grating: autoDraw = True
281.6794 	EXP 	grating: tex = 'sin'
281.9792 	EXP 	grating: autoDraw = False
282.0971 	EXP 	window1: recordFrameIntervals = False
282.0976 	DATA 	Keypress: right
282.1124 	EXP 	fixation: autoDraw = False
282.1124 	EXP 	grating: autoDraw = False
282.1127 	EXP 	window1: recordFrameIntervals = False
283.0852 	EXP 	fixation: autoDraw = True
284.0941 	EXP 	fixation: autoDraw = False
284.1109 	EXP 	grating: autoDraw = True
284.1109 	EXP 	grating: tex = 'sin'
284.4104 	EXP 	grating: autoDraw = False
284.4623 	EXP 	window1: recordFrameIntervals = False
284.4633 	DATA 	Keypress: right
284.4772 	EXP 	fixation: autoDraw = False
284.4772 	EXP 	grating: autoDraw = False
284.4774 	EXP 	window1: recordFrameIntervals = False
285.4537 	EXP 	fixation: autoDraw = True
286.4588 	EXP 	fixation: autoDraw = False
286.4757 	EXP 	grating: autoDraw = True
286.4757 	EXP 	grating: tex = 'sin'
286.7753 	EXP 	grating: autoDraw = False
286.8935 	EXP 	window1: recordFrameIntervals = False
286.8944 	DATA 	Keypress: left
286.9083 	EXP 	fixation: autoDraw = False
286.9083 	EXP 	grating: autoDraw = False
286.9085 	EXP 	window1: recordFrameIntervals = False
287.8812 	EXP 	fixation: autoDraw = True
288.8903 	EXP 	fixation: autoDraw = False
288.9070 	EXP 	grating: autoDraw = True
288.9070 	EXP 	grating: tex = 'sin'
289.2065 	EXP 	grating: autoDraw = False
289.2914 	EXP 	window1: recordFrameIntervals = False
289.2921 	DATA 	Keypress: left
289.3064 	EXP 	fixation: autoDraw = False
289.3064 	EXP 	grating: autoDraw = False
289.3065 	EXP 	window1: recordFrameIntervals = False
290.2805 	EXP 	fixation: autoDraw = True
291.2882 	EXP 	fixation: autoDraw = False
291.3048 	EXP 	grating: autoDraw = True
291.3048 	EXP 	grating: tex = 'sin'
291.6045 	EXP 	grating: autoDraw = False
291.7227 	EXP 	window1: recordFrameIntervals = False
291.7235 	DATA 	Keypress: left
291.7378 	EXP 	fixation: autoDraw = False
291.7378 	EXP 	grating: autoDraw = False
291.7379 	EXP 	window1: recordFrameIntervals = False
292.7125 	EXP 	fixation: autoDraw = True
293.7196 	EXP 	fixation: autoDraw = False
293.7362 	EXP 	grating: autoDraw = True
293.7362 	EXP 	grating: tex = 'sin'
294.0358 	EXP 	grating: autoDraw = False
294.0904 	DATA 	Keypress: left
294.1037 	EXP 	window1: recordFrameIntervals = False
294.1192 	EXP 	fixation: autoDraw = False
294.1192 	EXP 	grating: autoDraw = False
294.1194 	EXP 	window1: recordFrameIntervals = False
295.0926 	EXP 	fixation: autoDraw = True
296.1009 	EXP 	fixation: autoDraw = False
296.1177 	EXP 	grating: autoDraw = True
296.1177 	EXP 	grating: tex = 'sin'
296.4174 	EXP 	grating: autoDraw = False
296.5353 	EXP 	window1: recordFrameIntervals = False
296.5360 	DATA 	Keypress: left
296.5506 	EXP 	fixation: autoDraw = False
296.5506 	EXP 	grating: autoDraw = False
296.5507 	EXP 	window1: recordFrameIntervals = False
297.5241 	EXP 	fixation: autoDraw = True
298.5321 	EXP 	fixation: autoDraw = False
298.5489 	EXP 	grating: autoDraw = True
298.5489 	EXP 	grating: tex = 'sin'
298.8487 	EXP 	grating: autoDraw = False
298.9995 	EXP 	window1: recordFrameIntervals = False
299.0002 	DATA 	Keypress: left
299.0152 	EXP 	fixation: autoDraw = False
299.0152 	EXP 	grating: autoDraw = False
299.0153 	EXP 	window1: recordFrameIntervals = False
299.9889 	EXP 	fixation: autoDraw = True
300.9968 	EXP 	fixation: autoDraw = False
301.0136 	EXP 	grating: autoDraw = True
301.0136 	EXP 	grating: tex = 'sin'
301.3142 	EXP 	grating: autoDraw = False
301.4478 	EXP 	window1: recordFrameIntervals = False
301.4484 	DATA 	Keypress: right
301.4631 	EXP 	fixation: autoDraw = False
301.4631 	EXP 	grating: autoDraw = False
301.4632 	EXP 	window1: recordFrameIntervals = False
302.4335 	EXP 	fixation: autoDraw = True
303.4450 	EXP 	fixation: autoDraw = False
303.4616 	EXP 	grating: autoDraw = True
303.4616 	EXP 	grating: tex = 'sin'
303.7613 	EXP 	grating: autoDraw = False
303.8629 	EXP 	window1: recordFrameIntervals = False
303.8636 	DATA 	Keypress: right
303.8777 	EXP 	fixation: autoDraw = False
303.8777 	EXP 	grating: autoDraw = False
303.8778 	EXP 	window1: recordFrameIntervals = False
304.8506 	EXP 	fixation: autoDraw = True
305.8596 	EXP 	fixation: autoDraw = False
305.8762 	EXP 	grating: autoDraw = True
305.8762 	EXP 	grating: tex = 'sin'
306.1759 	EXP 	grating: autoDraw = False
306.2437 	EXP 	window1: recordFrameIntervals = False
306.2443 	DATA 	Keypress: left
306.2592 	EXP 	fixation: autoDraw = False
306.2592 	EXP 	grating: autoDraw = False
306.2594 	EXP 	window1: recordFrameIntervals = False
307.2318 	EXP 	fixation: autoDraw = True
308.2410 	EXP 	fixation: autoDraw = False
308.2576 	EXP 	grating: autoDraw = True
308.2576 	EXP 	grating: tex = 'sin'
308.5573 	EXP 	grating: autoDraw = False
308.6421 	DATA 	Keypress: left
308.6591 	EXP 	window1: recordFrameIntervals = False
308.6738 	EXP 	fixation: autoDraw = False
308.6738 	EXP 	grating: autoDraw = False
308.6740 	EXP 	window1: recordFrameIntervals = False
309.6465 	EXP 	fixation: autoDraw = True
310.6556 	EXP 	fixation: autoDraw = False
310.6723 	EXP 	grating: autoDraw = True
310.6723 	EXP 	grating: tex = 'sin'
310.9720 	EXP 	grating: autoDraw = False
311.0401 	EXP 	window1: recordFrameIntervals = False
311.0408 	DATA 	Keypress: left
311.0552 	EXP 	fixation: autoDraw = False
311.0552 	EXP 	grating: autoDraw = False
311.0554 	EXP 	window1: recordFrameIntervals = False
312.0288 	EXP 	fixation: autoDraw = True
313.0370 	EXP 	fixation: autoDraw = False
313.0536 	EXP 	grating: autoDraw = True
313.0536 	EXP 	grating: tex = 'sin'
313.3534 	EXP 	grating: autoDraw = False
313.6059 	EXP 	window1: recordFrameIntervals = False
313.6068 	DATA 	Keypress: right
313.6199 	EXP 	fixation: autoDraw = False
313.6199 	EXP 	grating: autoDraw = False
313.6201 	EXP 	window1: recordFrameIntervals = False
314.5938 	EXP 	fixation: autoDraw = True
315.6015 	EXP 	fixation: autoDraw = False
315.6184 	EXP 	grating: autoDraw = True
315.6184 	EXP 	grating: tex = 'sin'
315.9179 	EXP 	grating: autoDraw = False
316.0363 	EXP 	window1: recordFrameIntervals = False
316.0372 	DATA 	Keypress: right
316.0512 	EXP 	fixation: autoDraw = False
316.0512 	EXP 	grating: autoDraw = False
316.0513 	EXP 	window1: recordFrameIntervals = False
317.0284 	EXP 	fixation: autoDraw = True
318.0328 	EXP 	fixation: autoDraw = False
318.0496 	EXP 	grating: autoDraw = True
318.0496 	EXP 	grating: tex = 'sin'
318.3491 	EXP 	grating: autoDraw = False
318.4520 	EXP 	window1: recordFrameIntervals = False
318.4528 	DATA 	Keypress: left
318.4658 	EXP 	fixation: autoDraw = False
318.4658 	EXP 	grating: autoDraw = False
318.4660 	EXP 	window1: recordFrameIntervals = False
319.4401 	EXP 	fixation: autoDraw = True
320.4476 	EXP 	fixation: autoDraw = False
320.4643 	EXP 	grating: autoDraw = True
320.4643 	EXP 	grating: tex = 'sin'
320.7640 	EXP 	grating: autoDraw = False
320.8666 	EXP 	window1: recordFrameIntervals = False
320.8674 	DATA 	Keypress: left
320.8805 	EXP 	fixation: autoDraw = False
320.8805 	EXP 	grating: autoDraw = False
320.8813 	EXP 	window1: recordFrameIntervals = False
321.8536 	EXP 	fixation: autoDraw = True
322.8622 	EXP 	fixation: autoDraw = False
322.8789 	EXP 	grating: autoDraw = True
322.8789 	EXP 	grating: tex = 'sin'
323.1786 	EXP 	grating: autoDraw = False
323.2634 	EXP 	window1: recordFrameIntervals = False
323.2642 	DATA 	Keypress: left
323.2786 	EXP 	fixation: autoDraw = False
323.2786 	EXP 	grating: autoDraw = False
323.2788 	EXP 	window1: recordFrameIntervals = False
324.2513 	EXP 	fixation: autoDraw = True
325.2602 	EXP 	fixation: autoDraw = False
325.2770 	EXP 	grating: autoDraw = True
325.2770 	EXP 	grating: tex = 'sin'
325.5767 	EXP 	grating: autoDraw = False
325.6944 	EXP 	window1: recordFrameIntervals = False
325.6953 	DATA 	Keypress: right
325.7099 	EXP 	fixation: autoDraw = False
325.7099 	EXP 	grating: autoDraw = False
325.7101 	EXP 	window1: recordFrameIntervals = False
326.6827 	EXP 	fixation: autoDraw = True
327.6917 	EXP 	fixation: autoDraw = False
327.7083 	EXP 	grating: autoDraw = True
327.7083 	EXP 	grating: tex = 'sin'
328.0079 	EXP 	grating: autoDraw = False
328.0923 	EXP 	window1: recordFrameIntervals = False
328.0929 	DATA 	Keypress: left
328.1080 	EXP 	fixation: autoDraw = False
328.1080 	EXP 	grating: autoDraw = False
328.1082 	EXP 	window1: recordFrameIntervals = False
329.0808 	EXP 	fixation: autoDraw = True
330.0898 	EXP 	fixation: autoDraw = False
330.1065 	EXP 	grating: autoDraw = True
330.1065 	EXP 	grating: tex = 'sin'
330.4060 	EXP 	grating: autoDraw = False
330.5906 	EXP 	window1: recordFrameIntervals = False
330.5912 	DATA 	Keypress: left
330.6059 	EXP 	fixation: autoDraw = False
330.6059 	EXP 	grating: autoDraw = False
330.6060 	EXP 	window1: recordFrameIntervals = False
331.5784 	EXP 	fixation: autoDraw = True
332.5875 	EXP 	fixation: autoDraw = False
332.6043 	EXP 	grating: autoDraw = True
332.6043 	EXP 	grating: tex = 'sin'
332.9040 	EXP 	grating: autoDraw = False
333.0055 	EXP 	window1: recordFrameIntervals = False
333.0063 	DATA 	Keypress: right
333.0207 	EXP 	fixation: autoDraw = False
333.0207 	EXP 	grating: autoDraw = False
333.0209 	EXP 	window1: recordFrameIntervals = False
333.9941 	EXP 	fixation: autoDraw = True
335.0022 	EXP 	fixation: autoDraw = False
335.0192 	EXP 	grating: autoDraw = True
335.0192 	EXP 	grating: tex = 'sin'
335.3188 	EXP 	grating: autoDraw = False
335.3866 	EXP 	window1: recordFrameIntervals = False
335.3873 	DATA 	Keypress: right
335.4019 	EXP 	fixation: autoDraw = False
335.4019 	EXP 	grating: autoDraw = False
335.4020 	EXP 	window1: recordFrameIntervals = False
336.3746 	EXP 	fixation: autoDraw = True
337.3837 	EXP 	fixation: autoDraw = False
337.4004 	EXP 	grating: autoDraw = True
337.4004 	EXP 	grating: tex = 'sin'
337.7001 	EXP 	grating: autoDraw = False
337.8679 	EXP 	window1: recordFrameIntervals = False
337.8685 	DATA 	Keypress: right
337.8832 	EXP 	fixation: autoDraw = False
337.8832 	EXP 	grating: autoDraw = False
337.8834 	EXP 	window1: recordFrameIntervals = False
338.8553 	EXP 	fixation: autoDraw = True
339.8650 	EXP 	fixation: autoDraw = False
339.8818 	EXP 	grating: autoDraw = True
339.8818 	EXP 	grating: tex = 'sin'
340.1816 	EXP 	grating: autoDraw = False
340.2662 	EXP 	window1: recordFrameIntervals = False
340.2671 	DATA 	Keypress: right
340.2812 	EXP 	fixation: autoDraw = False
340.2812 	EXP 	grating: autoDraw = False
340.2814 	EXP 	window1: recordFrameIntervals = False
341.2542 	EXP 	fixation: autoDraw = True
342.2629 	EXP 	fixation: autoDraw = False
342.2797 	EXP 	grating: autoDraw = True
342.2797 	EXP 	grating: tex = 'sin'
342.5794 	EXP 	grating: autoDraw = False
342.6471 	EXP 	window1: recordFrameIntervals = False
342.6478 	DATA 	Keypress: left
342.6627 	EXP 	fixation: autoDraw = False
342.6627 	EXP 	grating: autoDraw = False
342.6628 	EXP 	window1: recordFrameIntervals = False
343.6350 	EXP 	fixation: autoDraw = True
344.6444 	EXP 	fixation: autoDraw = False
344.6610 	EXP 	grating: autoDraw = True
344.6610 	EXP 	grating: tex = 'sin'
344.9608 	EXP 	grating: autoDraw = False
345.0121 	EXP 	window1: recordFrameIntervals = False
345.0131 	DATA 	Keypress: left
345.0273 	EXP 	fixation: autoDraw = False
345.0273 	EXP 	grating: autoDraw = False
345.0275 	EXP 	window1: recordFrameIntervals = False
345.9996 	EXP 	fixation: autoDraw = True
347.0090 	EXP 	fixation: autoDraw = False
347.0259 	EXP 	grating: autoDraw = True
347.0259 	EXP 	grating: tex = 'sin'
347.3254 	EXP 	grating: autoDraw = False
347.6098 	EXP 	window1: recordFrameIntervals = False
347.6104 	DATA 	Keypress: right
347.6252 	EXP 	fixation: autoDraw = False
347.6252 	EXP 	grating: autoDraw = False
347.6254 	EXP 	window1: recordFrameIntervals = False
348.5966 	EXP 	fixation: autoDraw = True
349.6069 	EXP 	fixation: autoDraw = False
349.6236 	EXP 	grating: autoDraw = True
349.6236 	EXP 	grating: tex = 'sin'
349.9234 	EXP 	grating: autoDraw = False
350.0085 	EXP 	window1: recordFrameIntervals = False
350.0099 	DATA 	Keypress: left
350.0233 	EXP 	fixation: autoDraw = False
350.0233 	EXP 	grating: autoDraw = False
350.0235 	EXP 	window1: recordFrameIntervals = False
350.9957 	EXP 	fixation: autoDraw = True
352.0050 	EXP 	fixation: autoDraw = False
352.0218 	EXP 	grating: autoDraw = True
352.0218 	EXP 	grating: tex = 'sin'
352.3216 	EXP 	grating: autoDraw = False
352.4560 	EXP 	window1: recordFrameIntervals = False
352.4566 	DATA 	Keypress: left
352.4725 	EXP 	fixation: autoDraw = False
352.4725 	EXP 	grating: autoDraw = False
352.4727 	EXP 	window1: recordFrameIntervals = False
353.4435 	EXP 	fixation: autoDraw = True
354.4529 	EXP 	fixation: autoDraw = False
354.4696 	EXP 	grating: autoDraw = True
354.4696 	EXP 	grating: tex = 'sin'
354.7693 	EXP 	grating: autoDraw = False
354.9713 	EXP 	window1: recordFrameIntervals = False
354.9724 	DATA 	Keypress: right
354.9858 	EXP 	fixation: autoDraw = False
354.9858 	EXP 	grating: autoDraw = False
354.9859 	EXP 	window1: recordFrameIntervals = False
355.9607 	EXP 	fixation: autoDraw = True
356.9675 	EXP 	fixation: autoDraw = False
356.9844 	EXP 	grating: autoDraw = True
356.9844 	EXP 	grating: tex = 'sin'
357.2839 	EXP 	grating: autoDraw = False
357.3857 	EXP 	window1: recordFrameIntervals = False
357.3863 	DATA 	Keypress: right
357.4005 	EXP 	fixation: autoDraw = False
357.4005 	EXP 	grating: autoDraw = False
357.4006 	EXP 	window1: recordFrameIntervals = False
358.3735 	EXP 	fixation: autoDraw = True
359.3822 	EXP 	fixation: autoDraw = False
359.3990 	EXP 	grating: autoDraw = True
359.3990 	EXP 	grating: tex = 'sin'
359.6987 	EXP 	grating: autoDraw = False
359.8337 	EXP 	window1: recordFrameIntervals = False
359.8343 	DATA 	Keypress: left
359.8486 	EXP 	fixation: autoDraw = False
359.8486 	EXP 	grating: autoDraw = False
359.8488 	EXP 	window1: recordFrameIntervals = False
360.8225 	EXP 	fixation: autoDraw = True
361.8302 	EXP 	fixation: autoDraw = False
361.8470 	EXP 	grating: autoDraw = True
361.8470 	EXP 	grating: tex = 'sin'
362.1467 	EXP 	grating: autoDraw = False
362.4977 	EXP 	window1: recordFrameIntervals = False
362.4984 	DATA 	Keypress: right
362.5132 	EXP 	fixation: autoDraw = False
362.5132 	EXP 	grating: autoDraw = False
362.5134 	EXP 	window1: recordFrameIntervals = False
363.4858 	EXP 	fixation: autoDraw = True
364.4947 	EXP 	fixation: autoDraw = False
364.5114 	EXP 	grating: autoDraw = True
364.5114 	EXP 	grating: tex = 'sin'
364.8110 	EXP 	grating: autoDraw = False
364.8956 	EXP 	window1: recordFrameIntervals = False
364.8963 	DATA 	Keypress: left
364.9110 	EXP 	fixation: autoDraw = False
364.9110 	EXP 	grating: autoDraw = False
364.9112 	EXP 	window1: recordFrameIntervals = False
365.8827 	EXP 	fixation: autoDraw = True
366.8927 	EXP 	fixation: autoDraw = False
366.9095 	EXP 	grating: autoDraw = True
366.9095 	EXP 	grating: tex = 'sin'
367.2092 	EXP 	grating: autoDraw = False
367.3109 	EXP 	window1: recordFrameIntervals = False
367.3118 	DATA 	Keypress: left
367.3258 	EXP 	fixation: autoDraw = False
367.3258 	EXP 	grating: autoDraw = False
367.3260 	EXP 	window1: recordFrameIntervals = False
368.2992 	EXP 	fixation: autoDraw = True
369.3075 	EXP 	fixation: autoDraw = False
369.3242 	EXP 	grating: autoDraw = True
369.3242 	EXP 	grating: tex = 'sin'
369.6238 	EXP 	grating: autoDraw = False
369.8255 	EXP 	window1: recordFrameIntervals = False
369.8262 	DATA 	Keypress: left
369.8404 	EXP 	fixation: autoDraw = False
369.8404 	EXP 	grating: autoDraw = False
369.8405 	EXP 	window1: recordFrameIntervals = False
370.8148 	EXP 	fixation: autoDraw = True
371.8221 	EXP 	fixation: autoDraw = False
371.8387 	EXP 	grating: autoDraw = True
371.8387 	EXP 	grating: tex = 'sin'
372.1384 	EXP 	grating: autoDraw = False
372.2567 	EXP 	window1: recordFrameIntervals = False
372.2575 	DATA 	Keypress: right
372.2717 	EXP 	fixation: autoDraw = False
372.2717 	EXP 	grating: autoDraw = False
372.2718 	EXP 	window1: recordFrameIntervals = False
373.2455 	EXP 	fixation: autoDraw = True
374.2533 	EXP 	fixation: autoDraw = False
374.2700 	EXP 	grating: autoDraw = True
374.2700 	EXP 	grating: tex = 'sin'
374.5699 	EXP 	grating: autoDraw = False
374.7049 	EXP 	window1: recordFrameIntervals = False
374.7057 	DATA 	Keypress: right
374.7198 	EXP 	fixation: autoDraw = False
374.7198 	EXP 	grating: autoDraw = False
374.7200 	EXP 	window1: recordFrameIntervals = False
375.7046 	EXP 	fixation: autoDraw = True
376.7183 	EXP 	fixation: autoDraw = False
376.7183 	EXP 	grating: autoDraw = True
376.7183 	EXP 	grating: tex = 'sin'
377.0182 	EXP 	grating: autoDraw = False
377.1693 	EXP 	window1: recordFrameIntervals = False
377.1699 	DATA 	Keypress: right
377.1843 	EXP 	fixation: autoDraw = False
377.1843 	EXP 	grating: autoDraw = False
377.1844 	EXP 	window1: recordFrameIntervals = False
378.1557 	EXP 	fixation: autoDraw = True
379.1660 	EXP 	fixation: autoDraw = False
379.1827 	EXP 	grating: autoDraw = True
379.1827 	EXP 	grating: tex = 'sin'
379.4824 	EXP 	grating: autoDraw = False
379.5672 	EXP 	window1: recordFrameIntervals = False
379.5681 	DATA 	Keypress: left
379.5823 	EXP 	fixation: autoDraw = False
379.5823 	EXP 	grating: autoDraw = False
379.5825 	EXP 	window1: recordFrameIntervals = False
380.5648 	EXP 	fixation: autoDraw = True
381.5640 	EXP 	fixation: autoDraw = False
381.5808 	EXP 	grating: autoDraw = True
381.5808 	EXP 	grating: tex = 'sin'
381.8805 	EXP 	grating: autoDraw = False
382.1489 	DATA 	Keypress: right
382.1637 	EXP 	fixation: autoDraw = False
382.1637 	EXP 	grating: autoDraw = False
382.5033 	EXP 	window1: mouseVisible = True
